series,title,summary,overall_design,relation,n_samples,platform_id,is_superseries
GSE22513,Markers of Taxane Sensitivity in Breast Cancer,"The purpose of this study was to identify molecular markers of pathologic response to neoadjuvant paclitaxel/radiation treatment, protein and gene expression profiling were done on pretreatment biopsies.  Patients with high-risk, operable breast cancer were treated with three cycles of paclitaxel followed by concurrent paclitaxel/radiation. Tumor tissue from pretreatment biopsies was obtained from 19 of the 38 patients enrolled in the study. Protein and gene expression profiling were done on serial sections of the biopsies from patients that achieved a pathologic complete response (pCR) and compared to those with residual disease, non-pCR (NR).  Proteomic and validation immunohistochemical analyses revealed that α-defensins (DEFA) were overexpressed in tumors from patients with a pCR. Gene expression analysis revealed that MAP2, a microtubule-associated protein, had significantly higher levels of expression in patients achieving a pCR. Elevation of MAP2 in breast cancer cell lines led to increased paclitaxel sensitivity. Furthermore, expression of genes that are associated with the basal-like, triple-negative phenotype were enriched in tumors from patients with a pCR. Analysis of a larger panel of tumors from patients receiving presurgical taxane-based treatment showed that DEFA and MAP2 expression as well as histologic features of inflammation were all statistically associated with response to therapy at the time of surgery.  We show the utility of molecular profiling of pretreatment biopsies to discover markers of response. Our results suggest the potential use of immune signaling molecules such as DEFA as well as MAP2, a microtubule-associated protein, as tumor markers that associate with response to neoadjuvant taxane–based therapy.","Tumor tissues from pretreatment needle biopsies from patients enrolled on a paclitaxel/radiation clinical trial were laser capture microdissected for RNA extraction and hybridization to Affymetrix microarrays. We analyzed one array (sample A) from duplicate samples from each patient. 14 subject, 2 replicates each.",,28,GPL570,0
GSE23593,Intratumor Heterogeneity and Precision of Microarray-Based Predictors of Breast Cancer Biology and Clinical Outcome,Genome-wide expression profiling was performed on 50 core needle biopsies from 18 breast cancer patients using Affymetrix GeneChip Human Genome Plus 2.0 Arrays.,Global profiles of expression were characterized using unsupervised clustering methods and variance components models. Precision of predictors of breast cancer biology and clinical outcome were evaluated by interclass correlation.,,50,GPL570,0
GSE33658,"A phase II neoadjuvant trial of anastrozole (A), fulvestrant (F) and gefitinib (I - iressa) in patients with newly diagnosed estrogen receptor positive breast cancer","Endocrine therapy in patients with breast cancer can be limited by the problem of resistance. Preclinical studies suggest that complete blockade of the estrogen receptor (ER) combined with inhibition of the epidermal growth factor receptor (EGFR) can overcome endocrine resistance. We tested this hypothesis in a phase II neoadjuvant trial of anastrozole and fulvestrant combined with gefitinib in postmenopausal women with newly diagnosed ER-positive breast cancer. After a baseline tumor core biopsy, patients were randomized to receive anastrozole and fulvestrant (AF) or anastrozole, fulvestrant, and gefitinib (AFG) for 3 weeks.  After a second biopsy at 3 weeks, all patients received AFG for 4 months and surgery was done if the tumor was operable. The primary endpoint was best clinical response by RECIST criteria and secondary endpoints were toxicity and change in biomarkers. The study closed after 15 patients were enrolled because of slow accrual. Median patient age was 67 years and median clinical tumor size was 7 cm. Four patients had metastatic disease present. Three patients withdrew before response was assessed. In the remaining twelve patients, there were two complete clinical responses (17%), three partial responses (25%), five had stable disease (41%), and two (17%) had progressive disease. Most common adverse events were rash in four patients, diarrhea in four, joint symptoms in three, and abnormal liver function tests in three. There were no grade 4 toxicities and all toxicities were reversible. At 3 weeks, cell proliferation as measured by Ki-67 was significantly reduced in the AFG group (p value= 0.01) with a parallel reduction in the expression of the Cyclin D1 (p value=0.02). RNA microarray data showed a corresponding decrease in the expression of cell cycle genes. These results suggest that AFG was an effective neoadjuvant therapy and consistently reduced proliferation in ER-positive tumors.","We tested this hypothesis in a phase II neoadjuvant trial of anastrozole and fulvestrant combined with gefitinib in postmenopausal women with newly diagnosed ER-positive breast cancer. After a baseline tumor core biopsy, patients were randomized to receive anastrozole and fulvestrant (AF) or anastrozole, fulvestrant, and gefitinib (AFG, also known as AFI) for 3 weeks.  After a second biopsy at 3 weeks, all patients received AFG for 4 months and surgery was done if the tumor was operable. The primary endpoint was best clinical response by RECIST criteria and secondary endpoints were toxicity and change in biomarkers. The study closed after 15 patients were enrolled because of slow accrual. Median patient age was 67 years and median clinical tumor size was 7 cm. Four patients had metastatic disease present. Three patients withdrew before response was assessed. In the remaining twelve patients, there were two complete clinical responses (17%), three partial responses (25%), five had stable disease (41%), and two (17%) had progressive disease. Most common adverse events were rash in four patients, diarrhea in four, joint symptoms in three, and abnormal liver function tests in three. There were no grade 4 toxicities and all toxicities were reversible. At 3 weeks, cell proliferation as measured by Ki-67 was significantly reduced in the AFG group (p value= 0.01) with a parallel reduction in the expression of the Cyclin D1 (p value=0.02). RNA microarray data showed a corresponding decrease in the expression of cell cycle genes. These results suggest that AFG was an effective neoadjuvant therapy and consistently reduced proliferation in ER-positive tumors.",,22,GPL570,0
GSE58812,Gene-expression molecular subtyping of triple-negative breast cancer tumours: importance of immune response,"Triple-negative (TN) breast cancers need to be refined in order to identify therapeutic subgroups of patients. 
We conducted an unsupervised analysis of microarray gene-expression profiles of 107 TN breast cancer patients and undertook robust functional annotation of the molecular entities found by means of numerous approaches including immunohistochemistry and gene-expression signatures. An 87 TN external cohort was used for validation.
Fuzzy clustering separated TN tumours into three clusters: C1 (22.4%), C2 (44.9%) and C3 (32.7%). C1 patients were older (mean = 64.6 years) than C2 (mean = 56.8 years; P = 0.03) and C3 patients (mean = 51.9 years; P = 0.0004). Histological grade and Nottingham prognostic index were higher in C2 and C3 than in C1 (P < 0.0001 for both comparisons). Significant event-free survival (EFS) (P = 0.03) was found according to cluster membership: patients belonging to C3 had a better outcome than patients in C1 (P = 0.01) and C2 (P = 0.02). EFS analysis results were confirmed when our cohort was pooled with external cohort (n = 194; P = 0.01). Functional annotation showed that 22% of TN patients were not basal-like (C1). C1 was enriched in luminal subtypes and positive androgen receptor (luminal androgen receptor [LAR]). C2 could be considered as an almost pure basal-like cluster. C3, enriched in basal-like subtypes, but to a lesser extent, included 26% of claudin-low subtypes. Dissection of immune response showed that high immune response (HIR) and low M2-like macrophages were a hallmark of C3, and that these patients had a better EFS than C2 patients, characterized by low immune response (LIR) and high M2-like macrophages: P = 0.02 for our cohort, and P = 0.03 for pooled cohorts. 
We identified 3 subtypes of TN patients: LAR (22%), basal-like with LIR and high M2-like macrophages (45%) and basal-enriched with HIR and low M2-like macrophages (33%). We pointed out that macrophages and other immune effectors offer a variety of therapeutic targets in breast cancer, and particularly in TN basal-like tumours. Furthermore, we showed that CK5 antibody was better suited than CK5/6 antibody to subtype TN patients.",Subtyping molecular characterization within a cohort of 107 TN-IHC by means of gene expression profiling,SubSeries of: GSE103091,107,GPL570,0
GSE28796,Gene expression profiles of pretreatment biopsies from dose-dense-docetaxel-treated breast cancers,"The purpose of this study was to identify molecular markers of pathologic response to neoadjuvant dose-dense docetaxel treatment using gene expression profiling on pretreatment biopsies.  Patients with high-risk, operable breast cancer were treated with 75 mg/m2 IV of docetaxel on day 1 of each cycle every 2 weeks x 4 cycles . Tumor tissue from pretreatment biopsies was obtained from 12 patients enrolled in the study. Gene expression profiling were done on serial sections of the biopsies from patients that achieved a pathologic complete response (pCR) and compared to those with residual disease, non-pCR (NR).",Tumor tissues from pretreatment needle biopsies from patients enrolled in a dose-dense docetaxel clinical trial were laser capture microdissected for RNA extraction and hybridization to Affymetrix microarrays. We analyzed one array (sample A) from duplicate samples from each patient.,,24,GPL570,0
GSE21653,A gene expression signature identifies two prognostic subgroups of basal breast cancer,"Medullary breast cancers (MBC) display a basal profile, but a favorable prognosis. We hypothesized that a previously published 368-gene expression signature associated with MBC might serve to define a prognostic classifier in basal cancers. We collected public gene expression and histoclinical data of 2145 invasive early breast adenocarcinomas. We developed a Support Vector Machine (SVM) classifier based on this 368-gene list in a learning set, and tested its predictive performances in an independent validation set. Then, we assessed its prognostic value and that of six prognostic signatures for disease-free survival (DFS) in the remaining 2034 samples. The SVM model accurately classified all MBC samples in the learning and validation sets. A total of 466 cases were basal across other sets. The SVM classifier separated them into two subgroups, subgroup 1 (resembling MBC) and subgroup 2 (not resembling MBC). Subgroup 1 exhibited 71% 5-year DFS, whereas subgroup 2 exhibited 50% (p=9.93E-05). The classifier outperformed the classical prognostic variables in multivariate analysis, conferring lesser risk for relapse in subgroup 1 (HR=0.52, p=3.9E-04). This prognostic value was specific to the basal subtype, in which none of the other prognostic signatures was informative.","The IPC series contained frozen tumor samples obtained from 266 early breast cancer patients who underwent initial surgery in our institution between 1992 and 2004. They included 227 cases previously reported {Finetti, 2008 #1758} and 39 additional cases, all similarly profiled using Affymetrix U133 Plus 2.0 human oligonucleotide microarrays as previously described {Finetti, 2008 #1758}. The study was approved by the IPC review board, and informed consent was available for each case. Gene expression data of 266 BCs  were quantified by using whole-genome DNA microarrays (HG-U133 plus 2.0, Affymetrix).",,266,GPL570,0
GSE28826,Differentially expressed genes after treatment with chemotherapy in breast cancer and their correlation with pathologic bad response (Miller & Payne grades 1 and 2),"The aim of this study was to compare the gene expression profile changes breast tumors after the treatment with Anthracyclines and Taxanes. To this end, an oligonucleotide microarray was performed (Affymetrix’s HG-U133 Plus 2.0 array). This gene expression study was carried out on the biopsied tumor samples previous being treated with chemotherapy, and subsequently compared with themselves once treatment schedule ended. The post-chemotherapy biopsy was obtained from the surgical piece. The goal of this study was the finding of several genes related to apoptosis, proliferation, differentiation, survival and transformation-related genes and correlating their differences in expression with the degree of response to chemotherapy, determined by the Miller and Payne histological grading system.","After informed consent, patients with a histologically confirmed diagnosis of breast cancer and scheduled chemotherapy treatment based on Anthracyclines and Taxanes (Treatment A: Epirubicin 90 mg/m2-Cyclophosphamide 600 mg/m2, 3 cycles bi-weekly and Taxol 150 mg/m2-Gemcitabine 2500 mg/m2, 6 cycles bi-weekly ± weekly Herceptin 4 mg/Kg during the first week, 2 mg/Kg for the remaining 11 cycles; Treatment B: Doxorubicin 60 mg/m2-Pemetrexed 500 mg/m2, 4 cycles tri-weekly and Taxotere 100 mg/m2, 4 cycles tri-weekly; Treatment C: Doxorubicin 60 mg/m2-Cyclophosphamide 600 mg/m2, 4 cycles tri-weekly and Taxotere 100 mg/m2, 4 cycles tri-weekly ) were recruited for this study. Pre-chemotherapy and post-chemotherapy biopsies were examined by a pathologist who determined the Miller & Payne grade for each patient. Matching pairs of pre-chemotherapy and post-chemotherapy samples were divided into 3 groups according to Miller & Payne grade: group of bad response (Miller & Payne grades 1 and 2), group of mid response(Miller & Payne grade 3) and group of good response (Miller & Payne grades 4 and 5). Gene expression analysis was performed in paired samples as follows: bad response group post-chemotherapy biopsy vs pre-chemotherapy biopsy (Bad Final vs Initial). For this assay were necessary 28 samples being chosen according to histopathologic criteria (Miller & Payne grades 1 and 2). Of them, 26 samples were paired, 1 pre-chemotherapy sample and 1 post-chemotherapy sample from patients that experienced a bad response to chemotherapy were also included in this experimental series. Other comparisons in which this group of samples was involved include: Initial Bad vs Good, Initial Bad vs Mid, Final Bad vs Good and Final Bad vs Mid. This gene expression profiling was carried out making use of Affymetrix’s GeneChip technology, with the Affymetrix’s HG-U133 Plus 2.0 array from this provider. All the protocols and apparatus were recommended by Affymetrix. Total RNA from frozen mammary tumors was directly extracted by a RNeasy Mini kit and homogenized by QIAshredder columns under manufacturer’s instructions. The quality and quantity of the obtained RNA, was checked out through agarose electrophoresis and later spectrophotometry at 260/280 nm. Biotinylated cRNA was synthesized following the IVT labeling kit from Affymetrix and purified by the GeneChip Sample Cleanup Module from Affymetrix. Once again, the quality and quantity of the obtained cRNA, was checked out through agarose electrophoresis and posterior spectrophotometry at 260/280 nm. After hybridization, slides were washed and scanned following the manufacturer’s standard protocol. Intensity values were normalized by Robust Multichip Average method and subsequently these were filtered for remove the control sequences and those with a hybridization signal near to background. The spike controls were: BioB, BioC, BioD and Cre; because BioB was the less presented in the samples, it was used to estimate the sensitivity of the experiment. The housekeeping control was GAPDH. After non-supervised PCA analysis and clustering, gene expression statistical significances were identified by two regression models taking into account the pathologic response to chemotherapy and if the sample was obtained before or after chemotherapy treatment. Supervised PCA analysis and clustering were performed with processed data. Partek Genomics Suite v7.3.1 (Partek) software was employed for the statistic analysis and clustering.",SubSeries of: GSE28844,28,GPL570,0
GSE11001,Genome-wide expression profiling from formalin-fixed paraffin-embedded breast cancer core biopsies,"The routine workflow for invasive cancer diagnostics is based on biopsy processing by formalin fixation and subsequent paraffin embedding. Formalin-fixed paraffin-embedded (FFPE) tissue samples are easy to handle, stable and particularly suitable for morphologic evaluation, immunohistochemistry and in situ hybridization. However, it has become a paradigm that these samples cannot be used for genome-wide expression analysis with microarrays. To oppose this view, we present a pilot microarray study using FFPE core needle biopsies from breast cancers as RNA source.  We found that microarray probes interrogating sequences near the poly-A-tail of the transcribed genes were well suitable to measure RNA levels in FFPE core needle biopsies. For the ER and the HER2 gene, we observed strong correlations between RNA levels measured in these probe sets and protein expression determined by immunohistochemistry (p = 0.000003 and p = 0.0022). Further, we have identified a signature of 364 genes that correlated with ER protein status and a signature of 528 genes that correlated with HER2 protein status. Many of these genes (ER: 60%) could be confirmed by analysis of an independent publicly available data set. Finally, a hierarchical clustering of the biopsies with respect to three recently reported gene expression grade signatures resulted in widely stable low and high expression grade clusters that correlated with the pathological tumor grade.  These findings support the notion that clinically relevant information can be gained from microarray based gene expression profiling of FFPE cancer biopsies. This opens new opportunities for the integration of gene expression analysis into the workflow of invasive cancer diagnostics as well as translational research in the setting of clinical studies.
Keywords: disease state analysis","RNA from 24 breast cancer biopsies extracted with kit A, RNA from 6 breast cancer biopsies extracted with kit B",,30,GPL570,0
GSE18728,Expression data from human breast cancers pre and post chemothrapy,"Neoadjuvant chemotherapy has been shown to be equivalent to post-operative treatment for breast cancer, and allows for assessment of chemotherapy response.  In a pilot trial of docetaxel (T) and capecitabine (X) neoadjuvant chemotherapy for Stage II/III BC, we assessed correlation between baseline gene expression and tumor response to treatment, and examined changes in gene expression associated with treatment.  Patients received 4 cycles of TX. Tumor tissue obtained from Mammotome™ core biopsies pretreatment (BL) and post-Cycle 1 (C1) of TX was flash frozen and stored at -70C until processing. Gene expression analysis utilized Affymetrix HG-U133 Plus 2.0 GeneChip arrays. Statistical analysis was performed using BRB Array Tools after RMA normalization. Gene ontology (GO) pathway analysis used random variance t-tests with a significance level of p<0.005.  For gene categories identified by GO pathway analysis as significant, expression levels of individual genes within those pathways were compared between classes using univariate t-tests; those genes with significance level of p<0.05 were reported.",The analysis of baseline gene expression included baseline specimens from twenty-eight patients:  11 responders and 17 non-responders.  Analyses of changes in gene expression included paired baseline and post-cycle 1 specimens from 14 patients; of these 6 patients were responders and 8 patients were non-responders.,,61,GPL570,0
GSE28583,Differentially expressed genes after treatment with chemotherapy in breast cancer and their correlation with pathologic mid-response (Miller & Payne grade 3),"The aim of this study was to compare the gene expression profile changes breast tumors after the treatment with Anthracyclines and Taxanes. To this end, an oligonucleotide microarray was performed (Affymetrix’s HG-U133 Plus 2.0 array). This gene expression study was carried out on the biopsied tumor samples previous being treated with chemotherapy, and subsequently compared with themselves once treatment schedule ended. The post-chemotherapy biopsy was obtained from the surgical piece. The goal of this study was the finding of several genes related to apoptosis, proliferation, differentiation, survival and transformation-related genes and correlating their differences in expression with the degree of response to chemotherapy, determined by the Miller and Payne histological grading system.","After informed consent, patients with a histologically confirmed diagnosis of breast cancer and scheduled chemotherapy treatment based on Anthracyclines and Taxanes (Treatment A: Epirubicin 90 mg/m2-Cyclophosphamide 600 mg/m2, 3 cycles bi-weekly and Paclitaxel 150 mg/m2-Gemcitabine 2500 mg/m2, 6 cycles bi-weekly ± weekly Herceptin 4 mg/Kg during the first week, 2 mg/Kg for the remaining 11 cycles; Treatment B: Doxorubicin 60 mg/m2-Pemetrexed 500 mg/m2, 4 cycles tri-weekly and Docetaxel 100 mg/m2, 4 cycles tri-weekly; Treatment C: Doxorubicin 60 mg/m2-Cyclophosphamide 600 mg/m2, 4 cycles tri-weekly and Docetaxel 100 mg/m2, 4 cycles tri-weekly ) were recruited for this study. Pre-chemotherapy and post-chemotherapy biopsies were examined by a pathologist who determined the Miller & Payne grade for each patient. Matching pairs of pre-chemotherapy and post-chemotherpy samples were divided into 3 groups according to Miller & Payne grade: group of bad response (Miller & Payne grades 1 and 2), group of mid response (Miller & Payne grade 3) and group of good response (Miller & Payne grades 4 and 5). Gene expression analysis was performed in paired samples as follows: mid response group post-chemotherapy biopsy vs pre-chemotherapy biopsy (Mid final vs initial). For this assay were necessary 20 samples being chosen according to histopathologic criteria (Miller & Payne grade 3). Other comparisons in which this group of samples was involved include: Initial Good vs Mid, Initial Bad vs Mid, Final Bad vs Mid and Final Good vs Mid. This gene expression profiling was carried out making use of Affymetrix’s GeneChip technology, with the Affymetrix’s HG-U133 Plus 2.0 array from this provider. All the protocols and apparatus were recommended by Affymetrix. Total RNA from frozen mammary tumors was directly extracted by a RNeasy Mini kit and homogenized by QIAshredder columns under manufacturer’s instructions. The quality and quantity of the obtained RNA, was checked out through agarose electrophoresis and later spectrophotometry at 260/280 nm. Biotinylated cRNA was synthesized following the IVT labeling kit from Affymetrix and purified by the GeneChip Sample Cleanup Module from Affymetrix. Once again, the quality and quantity of the obtained cRNA, was checked out through agarose electrophoresis and posterior spectrophotometry at 260/280 nm. After hybridization, slides were washed and scanned following the manufacturer’s standard protocol. Intensity values were normalized by Robust Multichip Average method and subsequently these were filtered for remove the control sequences and those with a hybridization signal near to background. The spike controls were: BioB, BioC, BioD and Cre; because BioB was the less presented in the samples, it was used to estimate the sensitivity of the experiment. The housekeeping control was GAPDH. After non-supervised PCA analysis and clustering, gene expression statistical significances were identified by two regression models taking into account the pathologic response to chemotherapy and if the sample was obtained before or after chemotherapy treatment. Supervised PCA analysis and clustering were performed with processed data. Partek Genomics Suite v7.3.1 (Partek) software was employed for the statistic analysis and clustering.",SubSeries of: GSE28844,20,GPL570,0
GSE18864,Tumor expression data from neoadjuvant trial of cisplatin monotherapy in triple negative breast cancer patients,"Evidence suggests that BRCA1 mutation associated tumors have increased sensitivity to DNA damaging agents like cisplatin.  Sporadic triple negative breast cancers (TNBC) have many phenotypic similarities to BRCA1 tumors and may have a similar sensitivity to cisplatin.  We tested the efficacy of cisplatin monotherapy in 28 TNBC patients in a single arm neoadjuvant trial with outcome measured by pathologic treatment response quantified using the Miller-Payne scale.
We used microarrays gene expression profiles to determine tumor subtype of each trial tumor sample and to test various expression signatures for association with pathologic response to cisplatin.","Pretreatment tumor samples from the clinical trial (N=24 with adequate tissue) were used for RNA extraction, linear amplification, biotin labeling and hybridization to Affymetrix U133 plus 2.0 arrays.  A reference set of 51 primary breast tumors representing all subtypes of breast cancer were processed in a similar manner to include linear amplification, and hybridized to Affymetrix arrays.",,84,GPL570,0
